Title,Author,Year,Updated,Tags
"Tokyo Shadows","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2010,"10/01/2017 - 22:51","experimental cinema, Flash"
"Galactic Tides by Night","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2009,"10/01/2017 - 22:50","experimental cinema, Flash, scheduled, e-poetry"
Disclaimer,"David Jhave Johnston",2010,"06/04/2016 - 15:42","censorship, commentary, parody, generative, combinatorial, play-pause, reading, funny"
"Smash the Gang of Four Billion","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2010,"10/01/2017 - 22:50","experimental cinema, Flash"
"Honeymoon in Beppu","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2009,"10/01/2017 - 22:49","Flash, narrative"
"Back in the R.O.K.","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2009,"10/01/2017 - 22:49","experimental cinema, Flash"
"Last Tango in Tokyo","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",,"10/01/2017 - 22:49","experimental cinema, Flash"
"End Credits - Eftertexter","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2004,"07/01/2015 - 13:01","experimental cinema, Flash, end credits"
"Sign After the X","David Clark",,"10/01/2017 - 22:48","ludic documentary"
Expressions,"Patrick-Henri Burgaud",,"10/10/2011 - 15:05",
"Luminous Airplanes: A Hyperromance","Paul La Farge",2011,"10/01/2017 - 22:47",
"Out of Touch","Christine Wilks",2011,"10/01/2017 - 22:46","Flash, e-poetry, randomness"
"Ne me touchez pas / Don't touch me","Annie Abrahams",2003,"10/01/2017 - 22:45",
"La Huella de Cosmos","Domenico Chiappe",2005,"10/01/2017 - 22:44","collective novel, hypermedia novel, forum, multimedia"
Sinferidad,"Benjamín Escalonilla Godayol",2009,"09/25/2017 - 15:50",
"About the Other Animals","Ariana-Sophia Kartsonis",2003,"09/25/2017 - 15:46",
"Silent Conversation","Gregory Weir",2005,"11/12/2019 - 15:25","story telling, fiction, creative language, game, narrative game"
"Sans Titre",Anonymes,2005,"07/01/2015 - 13:01",
"Sous Terre, The Subnetwork","Grégory Chatonsky",2001,"09/25/2017 - 15:35","subway, network, time, attention, waiting, memory, narrative, audio"
"ii — in the white darkness: about [the fragility of] memory","Reiner Strasser, M. D. Coverley",2004,"06/05/2021 - 15:06","memory, loss, image and text, audio, alzheimer's, kinetic"
"Mr. President","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2009,"09/25/2017 - 15:24","experimental cinema, Flash"
"Love and Kill","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2009,"09/25/2017 - 15:24","experimental cinema, Flash"
"It's a Woman's World","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2007,"09/25/2017 - 15:23","experimental cinema, Flash"
"The Mood of the Moment","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2007,"09/25/2017 - 15:20","experimental cinema, Flash"
"Das Erwachen der Mongoliden","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2007,"09/25/2017 - 15:19","experimental cinema, Flash"
"Into the Night","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2007,"09/25/2017 - 15:19","experimental cinema, Flash"
"Aomori Amori","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2006,"09/25/2017 - 15:18","experimental cinema, Flash"
"So, So, Soulful","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2006,"09/25/2017 - 15:18","experimental cinema, Flash"
"Traveling to Utopia","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2006,"09/25/2017 - 15:17","experimental cinema, Flash"
"Joe Jones","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2006,"09/25/2017 - 15:17","experimental cinema, Flash"
"The Last Day of Betty Nkomo","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2005,"09/25/2017 - 15:16","experimental cinema, Flash, aural, music, time-based, death"
"What Now?","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2005,"09/25/2017 - 15:15","experimental cinema, Flash"
"Miss DMZ","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2005,"09/25/2017 - 15:14","experimental cinema, Flash"
"Pao! Pao! Pao!","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2003,"09/25/2017 - 15:14","experimental cinema, Flash"
"Strange Rain","Erik Loyer",2011,"11/10/2016 - 15:16","haptic, app, touch, mobile, iphone, love, loss"
"Le Rabot poète","Philippe Bootz",2005,"11/28/2015 - 11:10","unconfortable reading, ergodic poetry"
"Asunto Hola","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",,"09/25/2017 - 15:13","experimental cinema, Flash"
"Subject: Hello","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2004,"09/25/2017 - 15:12","experimental cinema, Flash"
"Victoria's Fire","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2004,"09/25/2017 - 15:11","experimental cinema, Flash"
"Perfect Victoria","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2004,"09/25/2017 - 15:10","Flash, experimental cinema"
"The End","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2000,"09/25/2017 - 15:04","experimental cinema, Flash"
"Half-Breed Apache","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2000,"09/25/2017 - 15:03","experimental cinema, Flash"
"Rain on the Sea","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2002,"09/25/2017 - 15:02","experimental cinema, Flash"
"Operation Dear Leader","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",,"09/25/2017 - 15:02","experimental cinema, Flash"
"O Mar","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",,"05/04/2015 - 16:35",
"Jongno (Korean)","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",,"09/25/2017 - 14:56","experimental cinema, Flash"
Saul,"Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2002,"09/25/2017 - 14:55","experimental cinema, Flash"
Jongno,"Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2002,"09/25/2017 - 14:54","experimental cinema, Flash"
"The Inland Sea","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2001,"09/25/2017 - 14:53","experimental cinema, Flash"
Orient,"Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2002,"09/25/2017 - 14:52","experimental cinema, Flash"
"Super Smile","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2005,"07/01/2015 - 13:01","experimental cinema, Flash"
"Royal Crown Super Salon","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2003,"07/01/2015 - 13:01","experimental cinema, Flash"
"All Fall Down","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2002,"07/07/2018 - 14:12","experimental cinema, Flash, jazz, monochrome, scheduled"
"Beckett's Bounce","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2002,"09/25/2017 - 14:46","experimental cinema, Flash"
Riviera,"Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2002,"09/25/2017 - 14:44","experimental cinema, Flash"
"The Sea","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2003,"09/25/2017 - 14:42","experimental cinema, Flash"
Metablast,"Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2004,"09/25/2017 - 14:41","experimental cinema, Flash"
"Artist's Statement No. 45,730,944: The Perfect Artistic Website","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2000,"09/25/2017 - 14:29","experimental cinema, Flash"
"The Struggle Continues","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2000,"09/23/2016 - 14:14","experimental cinema, Flash"
AndOrDada,"René Bauer, Beat Suter",2008,"09/25/2017 - 14:26","locative, adaptive, digital poetry, dada, wifi, data capture"
"Searchsonata 181","Johannes Auer, Beat Suter, René Bauer",2010,"09/22/2016 - 09:40","performance, algorithmic text generation, search engine, encryption, phonetic poetry, phonetics, dadaist"
"Fragments of Distances","Jaka Železnikar",2010,"09/25/2017 - 13:51","web-based, narrative, google maps, remembering"
"Poem for 莫海伦 (Mo Hailun)","Jaka Železnikar",2007,"09/25/2017 - 13:57","firefox add-on, poetry, visual poetry, transience"
"Imaginary Landscape 4.1 (betamix)","Theodoros Chiotis",2008,"09/25/2017 - 13:40","post-print fiction, multilingual or non-english, cybertext narratology, metanarrative"
"Codeswitching 23μg","Theodoros Chiotis",2007,"07/01/2015 - 13:01","code, text, Dewey Decimal System, post-print fiction, protocol, database narrative"
Rememori,"Christine Wilks",2011,"11/08/2016 - 10:23","game, memory, disability, poetic game, playable poem, dementia, recall, poetry, educational game"
"Enter:in' Wodies","Zuzana Husárová, Ľubomír Panák",2011,"10/26/2018 - 12:35","interactive, installation, Kinect, body, poem, poetry, motion sensors, user-controlled, human body, music"
"Public Love Poem","Siofra McSherry",2011,"11/12/2016 - 13:26","email, poetry, adstream"
"Lotus Blossom (Korean)","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",,"03/19/2012 - 14:32","experimental cinema, Flash"
"Lotus Blossom","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2002,"07/01/2015 - 13:01","experimental cinema, Flash"
Pentimento,"Jerome Fletcher, Geoffrey Olsen",2003,"05/04/2020 - 12:26","e-poetry, hypertext, Java, responsive"
"Cunnilingus Norcoreano","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",,"10/02/2011 - 16:04",
Cunnicornord,"Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",,"10/02/2011 - 16:03",
"Cunnilingus in Nordkorea","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2004,"10/26/2017 - 15:28","experimental cinema, Flash, sexual equality, sex, gender equality, South Korea vs. North Korea"
"The Two","Nick Montfort, Serge Bouchardon, Natalia Fedorova, Carlos León",2008,"07/01/2015 - 13:01",
BA-Tale,"Zuzana Husárová, Ľubomír Panák",2011,"07/01/2015 - 13:01","interactive, intermedial, narrative, Slovak, Bratislava, storytelling"
RepeatAfterMe,"Jörg Piringer",2011,"07/01/2015 - 13:01","sound, typography, time-based"
Sintext,"Pedro Barbosa, Abílio Cavalheiro",1993,"07/01/2015 - 13:01","text generator, automatic text generation, computer-generated literature, generative literature, text synthesizer, Java, sintext"
"Card Catalogs and Electronic Books","Judy Malloy",1976,"07/01/2015 - 13:01","artist books, 1970s, 1980s"
"Cityscapes: Social Poetics / Public Textualities","María Mencía",2005,"07/01/2015 - 13:01","city, cross-cultural communication, calligram, collaboration, exploration"
Soldati,"Daniela Calisi",,"05/27/2018 - 10:27",
"No matter","Daniela Calisi",2007,"05/27/2018 - 10:26","kinetic typography, poetry, Flash"
Cartografi,"Daniela Calisi",2011,"05/27/2018 - 10:19",
Vocaleyes,"María Mencía",2001,"07/01/2015 - 13:01","phonetic, text-sound, image and text, synesthesia"
Tu/tto,"Daniela Calisi",,"05/27/2018 - 10:29",
Stillicidio,"Daniela Calisi",2011,"05/27/2018 - 10:28",
"Wordy Mouths","María Mencía",2000,"07/01/2015 - 13:01","mouths, word, image and text"
"Generative Poems","María Mencía",2008,"10/26/2018 - 12:36","generative, installation, alphabets, image, code, interactive, experimental, poetry, visual, pattern, Szekely"
"Things Come and Go","María Mencía",1999,"07/01/2015 - 13:01",
"Socratic Enquiries","María Mencía",1999,"07/01/2015 - 13:01",
"Another Kind of Language","María Mencía",2001,"07/01/2015 - 13:01","multilingual, installation, cross-cultural communication"
string-code,"María Mencía",2011,"10/26/2018 - 12:44","code poetics, Processing, voice activated, poetry, interactive, experimental, generative, visual, Square 01, emotional, linguistic"
"Ray Kurzweil’s Cybernetic Poet","Ray Kurtzweil",2000,"07/01/2015 - 13:01","poetry generator"
"Hospital Tent","Tony Barnstone, Jonathan Minori, Fabrizio Aiello",2006,"07/01/2015 - 13:01","hospital, world war 2, nurse, war, Flash, pain, agony"
remixthebook.com,,,"10/01/2011 - 14:21","remix, video, audio, interactive, channeling"
"Onrust (Restlessness)","Tonnus Oosterhoff",2010,"07/01/2015 - 13:01","Flash, handwriting, electronic poetry, writing-materiality"
STRUTS,"J. R. Carpenter",2011,"11/11/2016 - 00:02","narrative, RSS, place, algorithmic, collage, collection, fragmentation, history, geography, storm, weather"
"The Heart of the Machine","Ian Ferrier",1986,"07/01/2015 - 13:01",
"The First Meeting of the Satie Society","John Cage",1985,"07/01/2015 - 13:01",
"Les Amants de Beaubourg","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2007,"07/01/2015 - 13:01","Flash, narrative"
"The Art of Silence","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge, Jemima Rellie",2006,"07/01/2015 - 13:01","interview, Flash"
"Agrippa (A Book of the Dead)","William Gibson",1992,"11/22/2017 - 15:08","electronic poetry, poem, digital poetry"
"City of Secrets","Emily Short",2003,"07/01/2015 - 13:01","interactive fiction, espionage, fantasy, thriller"
"Fictions d’Issy","Jean-Pierre Balpe",,"10/01/2011 - 14:53","generative, generative novel"
"Samsung Means to Come","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2000,"07/01/2015 - 13:01","experimental cinema, Flash"
"Operation Nukorea","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2003,"07/01/2015 - 13:01","experimental cinema, Flash"
Samsung,"Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2000,"07/01/2015 - 13:01","experimental cinema, Flash"
"Cunnilingus in North Korea","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2003,"07/01/2015 - 13:01","experimental cinema, Flash, satire, sexuality, dialectical materialism, dialectic, irony"
"Winchester's Nightmare","Nick Montfort",1999,"11/22/2019 - 19:34","interactive fiction, novel machine, setting, mental map, puzzles, psyche, dream, american urban life, technology, history"
Etang,"Alexandra Saemmer",2008,"12/02/2015 - 20:40","autobiography, animated text, memory, death, loss"
Tramway,"Alexandra Saemmer",2009,"12/02/2015 - 20:37","memory, oblivion, lability, autobiography, temporality, trauma, death, pop-ups"
"Nine attempts to clone a poem","Jason Nelson",,"10/01/2011 - 14:20",
"My Boyfriend Came Back From the War","Olia Lialina",1996,"11/29/2017 - 03:02","frames, hypertext, visual narrative, remix, war"
"Enfonçons la Porte!","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",,"10/01/2011 - 14:53","Flash, narrative"
"Tretet die Tür ein!","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",,"10/27/2017 - 12:40","Flash, narrative"
"Composition No. 1","Marc Saporta",2011,"07/01/2015 - 13:01","app, artist book, cybertext, nonlinear fiction, narrative"
"VE3 Composition No. 1","Marc Saporta",2011,"07/01/2015 - 13:01","nonlinear fiction, artifact, cybertext, artist book"
Firefly,"Deena Larsen",2002,"06/05/2021 - 13:10","stanzas, narrative, hypertext"
Deadline,"Marc Blank",1982,"11/08/2016 - 13:13","interactive fiction, detective, mystery, game, creative language"
"Bust Down the Door Again! Gates of Hell-Victoria Version","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2004,"07/01/2015 - 13:01","Flash, remix, experimental cinema, audio, narrative, unfolding, e-poetry, dream"
"Bust Down the Doors!","Young-Hae Chang Heavy Industries, Young-Hae Chang, Marc Voge",2000,"10/03/2017 - 12:43","narrative, audio, Flash, experimental cinema"
Duel,"Kate Pullinger, Andy Campbell",2011,"07/01/2015 - 13:01",
"Literature Nation","mIEKAL aND, Maria Damon",2003,"07/01/2015 - 13:01","poetry, hypertext, hypertext poetry"
"The Art of Sleep","Young-Hae Chang Heavy Industries",2006,"07/01/2015 - 13:01","animation, text"
Pulse,"Zuzana Husárová, Ľubomír Panák",2010,"12/02/2015 - 20:47","collaboration, Slovak, generative, autopoietic, open, intermedial, poetry"
dollspace,"Francesca da Rimini",1997,"07/01/2015 - 13:01",
"Tumulte, 227 histoires brèves","François Bon",2008,"07/01/2015 - 13:01",
"Écran Total","Alain Salvatore",1997,"10/03/2017 - 12:39","hypertext, hypertext fiction, HTML"
"Le Noeud","Jean-François Verreault",1998,"07/01/2015 - 13:01","hypertext, fiction, hypertext fiction"
"Yes, really","Katharine Norman",2008,"05/10/2020 - 16:50","email fiction, epistolary, short story, php, mySQL, javascript, asciiart"
"The Good Captain","Jay Bushman",2007,"10/26/2017 - 11:38","twitter, adaptation, point of view, temporal, storytelling, fiction, network, performance, sharingplatform"
"The Talking Dead","Jay Bushman",2010,"07/01/2015 - 13:01","twitter, twitter-theatre, networked fiction, social networks, mystery, interactive"
"Ibland försvinner rösten helt, under några timmar eller hela dagar. Denna företeelse saknar helt förklaring.","Linnea Eriksson",2011,"11/12/2018 - 15:59","creative work, Digital, poem, Swedish digital poetry, YouTube, HTML, voice"
Underbelly,"Christine Wilks",2010,"05/10/2020 - 16:49","animation, playable media, digital fiction, interactive, audio, voices, multimedia, multimodal, narrative, history, sculpture, fear, desire, sexuality, maternity, ambition, disregarded histories, mining"
"Paths of Memory and Painting","Judy Malloy",2010,"09/25/2017 - 15:38","hypertext literature, HTML"
"Remembering Bogle Chandler","Rebecca Young",2008,"09/25/2017 - 15:35","murder, mystery"
"I Have Said Nothing","J. Yellowlees Douglas",1994,"09/06/2019 - 01:40","hypertext, fiction, car crash"
